_id_,_id2_,comp_mixto1
94450,2172350,0.38
65808,1513584,0.35963999999999996
82785,1904055,0.32694
92113,2118599,0.33774
73670,1694410,0.36772000000000005
91660,2108180,0.34056000000000003
82722,1902606,0.3375
83556,1921788,0.38
95002,2185046,0.37984
92421,2125683,0.3375
37587,864501,0.26
70658,1625134,0.29778
49960,1149080,0.37770000000000004
24520,563960,0.36
54073,1243679,0.33658000000000005
32692,751916,0.37
28173,647979,0.38
60235,1385405,0.38
10125,232875,0.25264
63668,1464364,0.36854
36080,829840,0.34
40278,926394,0.36
47352,1089096,0.33
28150,647450,0.33358000000000004
30817,708791,0.36992
3245,74635,0.33292
94727,2178721,0.35384000000000004
18787,432101,0.28665999999999997
48448,1114304,0.34884000000000004
24237,557451,0.24226
92063,2117449,0.35575999999999997
78287,1800601,0.33334
79355,1825165,0.36878
16196,372508,0.37974
51333,1180659,0.34088
29566,680018,0.34558000000000005
34257,787911,0.25882
1074,24702,0.38
27464,631672,0.31742000000000004
46783,1076009,0.38
57753,1328319,0.25307999999999997
97677,2246571,0.27662
68470,1574810,0.3455
7647,175881,0.25232
73697,1695031,0.269
48772,1121756,0.26538
13789,317147,0.30951999999999996
91246,2098658,0.336
96733,2224859,0.30163999999999996
96772,2225756,0.35028
15784,363032,0.36988
1265,29095,0.35734000000000005
71235,1638405,0.33158000000000004
70334,1617682,0.36601999999999996
92309,2123107,0.28148
44703,1028169,0.35674
10829,249067,0.37677999999999995
55926,1286298,0.38
18629,428467,0.33888
82367,1894441,0.37
80218,1845014,0.29752
37112,853576,0.275
46125,1060875,0.3625
12562,288926,0.28665999999999997
45393,1044039,0.25214
35374,813602,0.33372
61471,1413833,0.31851999999999997
93587,2152501,0.34546000000000004
54835,1261205,0.21142
59970,1379310,0.356
27446,631258,0.36
16908,388884,0.37
96605,2221915,0.35748
27093,623139,0.3668
8578,197294,0.31912
54557,1254811,0.352
7973,183379,0.26384
6865,157895,0.36494
28538,656374,0.33846000000000004
6347,145981,0.36992
7521,172983,0.31786000000000003
30343,697889,0.32254
18416,423568,0.3196
46683,1073709,0.3597
74281,1708463,0.33974
22075,507725,0.27354
23256,534888,0.38
55331,1272613,0.33998
51586,1186478,0.33834000000000003
93569,2152087,0.36363999999999996
11947,274781,0.37
78475,1804925,0.36666
12803,294469,0.3592
20954,481942,0.33334
26299,604877,0.377
73733,1695859,0.33898
56037,1288851,0.36418
43864,1008872,0.34746000000000005
26683,613709,0.29
70801,1628423,0.38
76037,1748851,0.37
32297,742831,0.33922
83748,1926204,0.37
13508,310684,0.34470000000000006
45383,1043809,0.37
18776,431848,0.32706
11247,258681,0.38
91017,2093391,0.34782
80074,1841702,0.35902
50046,1151058,0.30292
97726,2247698,0.38
10560,242880,0.31756
98422,2263706,0.34302
11825,271975,0.37
93855,2158665,0.24024
53187,1223301,0.31818
58792,1352216,0.35142
94926,2183298,0.35568
27719,637537,0.38
94612,2176076,0.26665999999999995
38300,880900,0.34324
63943,1470689,0.37994
50246,1155658,0.33514
40891,940493,0.35516
24603,565869,0.30192
64233,1477359,0.22858
45706,1051238,0.32
16896,388608,0.36682
24207,556761,0.26665999999999995
69394,1596062,0.24630000000000002
32621,750283,0.36751999999999996
46309,1065107,0.33074000000000003
77416,1780568,0.3615
77671,1786433,0.23226
17064,392472,0.2907
57260,1316980,0.27894
56674,1303502,0.36651999999999996
28787,662101,0.31636000000000003
10307,237061,0.31604000000000004
96751,2225273,0.34842
81008,1863184,0.35
59458,1367534,0.27096000000000003
1212,27876,0.29452
57308,1318084,0.31414
7614,175122,0.36568
33578,772294,0.31344
27604,634892,0.28732
27294,627762,0.37
96595,2221685,0.37942000000000004
34473,792879,0.31868
12599,289777,0.2771
94470,2172810,0.366
39050,898150,0.38
74983,1724609,0.28
4440,102120,0.31964
18635,428605,0.34603999999999996
90118,2072714,0.39
12317,283291,0.26202
90359,2078257,0.3625
51787,1191101,0.34
34313,789199,0.34752
38895,894585,0.36
40211,924853,0.38
74710,1718330,0.37858
430,9890,0.29022000000000003
31910,733930,0.28924
87790,2019170,0.34706
69544,1599512,0.37
15346,352958,0.35
20140,463220,0.32434
75497,1736431,0.31460000000000005
48584,1117432,0.35342
23451,539373,0.2864
52302,1202946,0.32638
25005,575115,0.37
64583,1485409,0.37
84170,1935910,0.28586
96749,2225227,0.31926
4376,100648,0.37
41053,944219,0.29266
71062,1634426,0.30476
29325,674475,0.35148
73956,1700988,0.376
55680,1280640,0.25334
11666,268318,0.29452
89900,2067700,0.366
43494,1000362,0.368
2414,55522,0.38
17482,402086,0.36812
85569,1968087,0.33876
71818,1651814,0.30666
35730,821790,0.34
98770,2271710,0.34326
46266,1064118,0.33
21594,496662,0.33334
93103,2141369,0.25408
81688,1878824,0.27576
19616,451168,0.36
11004,253092,0.38165999999999994
34181,786163,0.33794
76938,1769574,0.31718
58778,1351894,0.37
41290,949670,0.32577999999999996
13445,309235,0.3348
50340,1157820,0.35672000000000004
47367,1089441,0.368
25493,586339,0.29542
24939,573597,0.33276
79296,1823808,0.36
58623,1348329,0.368
97525,2243075,0.37
49137,1130151,0.34742
93662,2154226,0.33744
24623,566329,0.34692
21377,491671,0.34
32964,758172,0.3567000000000001
29150,670450,0.36632
62385,1434855,0.32048000000000004
7579,174317,0.34894
14302,328946,0.3633
76317,1755291,0.36984000000000006
3009,69207,0.35828
79156,1820588,0.37
50164,1153772,0.38
58088,1336024,0.28
86547,1990581,0.29312
39537,909351,0.35032
32962,758126,0.34774
26785,616055,0.38
28733,660859,0.33588
19475,447925,0.26689999999999997
984,22632,0.375
41642,957766,0.37586
81166,1866818,0.36
78934,1815482,0.36
7685,176755,0.38
83429,1918867,0.3593
89029,2047667,0.32812
15861,364803,0.34
93428,2148844,0.37
5761,132503,0.38
47816,1099768,0.3
59703,1373169,0.38
22862,525826,0.38
61782,1420986,0.26665999999999995
3207,73761,0.28334000000000004
80756,1857388,0.27998
44885,1032355,0.38
29581,680363,0.35048
65903,1515769,0.37
67789,1559147,0.33432
72532,1668236,0.37989999999999996
59906,1377838,0.28987999999999997
93800,2157400,0.30306
63562,1461926,0.37392000000000003
72328,1663544,0.31698000000000004
72285,1662555,0.36
21218,488014,0.36334000000000005
71363,1641349,0.37988
569,13087,0.35581999999999997
793,18239,0.36928
74098,1704254,0.35575999999999997
4344,99912,0.34803999999999996
17335,398705,0.32
95549,2197627,0.34002
53642,1233766,0.38
81348,1871004,0.34368
76450,1758350,0.34
41622,957306,0.35
12268,282164,0.37962
40605,933915,0.35
65253,1500819,0.31354000000000004
98957,2276011,0.32226
60396,1389108,0.37965999999999994
60151,1383473,0.28968
2008,46184,0.35616
88037,2024851,0.32515999999999995
56793,1306239,0.33334
15867,364941,0.34
63773,1466779,0.36666
93906,2159838,0.29
74222,1707106,0.31974
5511,126753,0.38
29493,678339,0.34
97900,2251700,0.33
9391,215993,0.37
54324,1249452,0.36
13482,310086,0.35766
44449,1022327,0.37206
15130,347990,0.35796000000000006
69203,1591669,0.36456
3743,86089,0.304
71641,1647743,0.30416
76951,1769873,0.36
88713,2040399,0.36666
32540,748420,0.37
29797,685331,0.35246000000000005
43247,994681,0.36
23199,533577,0.35786
98118,2256714,0.35256
63601,1462823,0.28334000000000004
8580,197340,0.36994
46602,1071846,0.32108
2728,62744,0.373
35803,823469,0.368
38341,881843,0.32727999999999996
17456,401488,0.32815999999999995
70844,1629412,0.36116
26204,602692,0.37
35352,813096,0.37476
82568,1899064,0.2625
68150,1567450,0.31892000000000004
61711,1419353,0.2975
43459,999557,0.38
13870,319010,0.28426
90477,2080971,0.31860000000000005
27653,636019,0.29
86338,1985774,0.33944
78459,1804557,0.25334
18226,419198,0.34
44616,1026168,0.29564
73869,1698987,0.28562
90036,2070828,0.35766
94942,2183666,0.34
20474,470902,0.38
82027,1886621,0.368
246,5658,0.33846000000000004
27029,621667,0.26
93488,2150224,0.31889999999999996
69939,1608597,0.25601999999999997
78516,1805868,0.36888
80362,1848326,0.36468
75825,1743975,0.35974
91643,2107789,0.2712
8623,198329,0.38
15630,359490,0.32076
41697,959031,0.38
31540,725420,0.38
67274,1547302,0.3358
11278,259394,0.26665999999999995
74014,1702322,0.35
40146,923358,0.37777999999999995
28497,655431,0.30119999999999997
84014,1932322,0.26782
26622,612306,0.368
61915,1424045,0.32248000000000004
13184,303232,0.36
941,21643,0.37932
60552,1392696,0.2475
58491,1345293,0.3361
25797,593331,0.264
2313,53199,0.24952000000000002
90283,2076509,0.35614
24224,557152,0.37
48820,1122860,0.26877999999999996
78002,1794046,0.36
46050,1059150,0.35953999999999997
27127,623921,0.32727999999999996
61361,1411303,0.36976
33499,770477,0.34222
56289,1294647,0.3713
18209,418807,0.34286
22507,517661,0.36260000000000003
11010,253230,0.39
16118,370714,0.38
13393,308039,0.3748
21062,484426,0.36996
9428,216844,0.3334
29988,689724,0.33914
89875,2067125,0.338
74506,1713638,0.35470000000000007
91515,2104845,0.39
70771,1627733,0.35198
92836,2135228,0.36
4582,105386,0.33196000000000003
23068,530564,0.33844
9548,219604,0.36136
89188,2051324,0.37648000000000004
23204,533692,0.36
8694,199962,0.38
11963,275149,0.38
39788,915124,0.37
12035,276805,0.38
81603,1876869,0.38
28208,648784,0.34
98738,2270974,0.36872000000000005
65494,1506362,0.32592000000000004
41796,961308,0.34792
56297,1294831,0.33477999999999997
61022,1403506,0.35636
6162,141726,0.35352
61818,1421814,0.3206
40349,928027,0.30307999999999996
60724,1396652,0.36
20498,471454,0.34
3716,85468,0.38
33083,760909,0.37
10286,236578,0.26694
90077,2071771,0.34096000000000004
64843,1491389,0.37
23399,538177,0.36986
13515,310845,0.32077999999999995
57768,1328664,0.35874
76668,1763364,0.29957999999999996
741,17043,0.34994
27760,638480,0.3579
10424,239752,0.34
82672,1901456,0.34402
59580,1370340,0.26
81842,1882366,0.3247
66142,1521266,0.36762
50188,1154324,0.37
26348,606004,0.21531999999999998
90690,2085870,0.36666
90401,2079223,0.36494
18677,429571,0.34
76409,1757407,0.35384000000000004
2180,50140,0.37788
4938,113574,0.3122
84137,1935151,0.31112
19421,446683,0.37994
95367,2193441,0.37
30672,705456,0.35384000000000004
54162,1245726,0.34102
89435,2057005,0.36
70726,1626698,0.36982
83321,1916383,0.37
33125,761875,0.28
62857,1445711,0.30004000000000003
67688,1556824,0.28
47212,1085876,0.38
30610,704030,0.26665999999999995
42292,972716,0.36572000000000005
95922,2206206,0.3148
3617,83191,0.22497999999999999
9084,208932,0.366
1760,40480,0.36794
17384,399832,0.36888
87822,2019906,0.26
24395,561085,0.35131999999999997
38547,886581,0.34612
46017,1058391,0.31977999999999995
84882,1952286,0.33888
40804,938492,0.37
40932,941436,0.29298
26629,612467,0.36616
21583,496409,0.37906
9,207,0.38
18828,433044,0.31696
77985,1793655,0.30272000000000004
48994,1126862,0.21192
31160,716680,0.37998000000000004
14608,335984,0.33418000000000003
59079,1358817,0.3795
79101,1819323,0.37
95788,2203124,0.3454
39811,915653,0.28718
12910,296930,0.32906
40629,934467,0.32312
40637,934651,0.32
9415,216545,0.34648
73955,1700965,0.33456
8153,187519,0.26742
91013,2093299,0.2616
90962,2092126,0.33638
13500,310500,0.34444
98630,2268490,0.326
95576,2198248,0.3
49919,1148137,0.30516
76278,1754394,0.35131999999999997
88783,2042009,0.35384000000000004
72209,1660807,0.33998
31999,735977,0.33202
11779,270917,0.38
30384,698832,0.2752
83004,1909092,0.35628
86111,1980553,0.36
39961,919103,0.36560000000000004
20443,470189,0.34778
9181,211163,0.31962
48460,1114580,0.36834000000000006
72253,1661819,0.296
13711,315353,0.36103999999999997
32618,750214,0.34
84439,1942097,0.35274
18204,418692,0.37998000000000004
85983,1977609,0.26836
77436,1781028,0.33174000000000003
733,16859,0.3013
96922,2229206,0.28686
94331,2169613,0.32704
83935,1930505,0.3659
12784,294032,0.32988
15309,352107,0.32632
21889,503447,0.28388
56223,1293129,0.31292000000000003
39098,899254,0.37
63751,1466273,0.26286000000000004
80444,1850212,0.32648
43981,1011563,0.32788
98684,2269732,0.34546000000000004
17712,407376,0.36954
93849,2158527,0.34674
37492,862316,0.29014
84059,1933357,0.33615999999999996
26737,614951,0.33152
65502,1506546,0.34776
78137,1797151,0.38
19646,451858,0.33812000000000003
87491,2012293,0.36578
87674,2016502,0.34
76288,1754624,0.368
72479,1667017,0.38
8646,198858,0.38
96943,2229689,0.29602
29720,683560,0.38
75689,1740847,0.35584000000000005
50952,1171896,0.31456
48860,1123780,0.3
65901,1515723,0.34306
500,11500,0.29474
96515,2219845,0.36794
66696,1534008,0.30963999999999997
51231,1178313,0.32789999999999997
43441,999143,0.37070000000000003
16822,386906,0.3215
42709,982307,0.36268
20117,462691,0.36851999999999996
64829,1491067,0.30151999999999995
16849,387527,0.31956
8633,198559,0.34
37331,858613,0.315
77143,1774289,0.37
17071,392633,0.34
5779,132917,0.35396000000000005
65379,1503717,0.35618
95040,2185920,0.33438
80065,1841495,0.29819999999999997
46674,1073502,0.34756
67613,1555099,0.26665999999999995
88584,2037432,0.31024
40653,935019,0.368
8748,201204,0.36982
59515,1368845,0.36816
4427,101821,0.34142
14274,328302,0.26924000000000003
75143,1728289,0.3138
59773,1374779,0.33334
12956,297988,0.33668
10211,234853,0.29525999999999997
28887,664401,0.37
49204,1131692,0.2127
10493,241339,0.33818
78399,1803177,0.38
38447,884281,0.29946000000000006
17776,408848,0.37312
28735,660905,0.2507
43776,1006848,0.26208
82575,1899225,0.3105
35779,822917,0.32896000000000003
53741,1236043,0.38
87598,2014754,0.3753
76408,1757384,0.36996
7401,170223,0.3
63933,1470459,0.34578
78244,1799612,0.38
579,13317,0.38
69867,1606941,0.31665999999999994
59923,1378229,0.29
79528,1829144,0.30286
74264,1708072,0.36094
86458,1988534,0.31112
87819,2019837,0.35946000000000006
56167,1291841,0.26
67472,1551856,0.30282
29047,668081,0.27368000000000003
34502,793546,0.31986000000000003
49670,1142410,0.30592
91195,2097485,0.31226
93927,2160321,0.37
70693,1625939,0.28
40002,920046,0.30532
81234,1868382,0.36
20281,466463,0.34
52994,1218862,0.37334
41527,955121,0.38
86337,1985751,0.33874
64036,1472828,0.2909
61644,1417812,0.37
46616,1072168,0.38
10409,239407,0.31551999999999997
91971,2115333,0.3
59596,1370708,0.32027999999999995
75343,1732889,0.32456
87532,2013236,0.34334000000000003
7872,181056,0.33
7095,163185,0.28572000000000003
72737,1672951,0.30576
9247,212681,0.26286000000000004
70811,1628653,0.32144
85270,1961210,0.36
23566,542018,0.27692
59814,1375722,0.33334
34805,800515,0.32476
97908,2251884,0.3579
38110,876530,0.30036
87287,2007601,0.21438
98306,2261038,0.3346
43,989,0.34887999999999997
11797,271331,0.32886000000000004
57806,1329538,0.31836000000000003
97743,2248089,0.34
50525,1162075,0.33334
74247,1707681,0.3615
75612,1739076,0.37994
56774,1305802,0.34786
50268,1156164,0.38
43063,990449,0.346
46455,1068465,0.38
63131,1452013,0.36
30457,700511,0.36
10242,235566,0.368
39283,903509,0.3295
77195,1775485,0.33714
83521,1920983,0.36998000000000003
14067,323541,0.2346
68779,1581917,0.30672000000000005
19161,440703,0.32414
26899,618677,0.2875
27134,624082,0.37460000000000004
96315,2215245,0.35625999999999997
4662,107226,0.32658
50789,1168147,0.27726
10308,237084,0.34
48087,1106001,0.37601999999999997
25125,577875,0.37298000000000003
12940,297620,0.36
91850,2112550,0.36296000000000006
96204,2212692,0.34286
69466,1597718,0.36142
11929,274367,0.2786
36274,834302,0.34
74421,1711683,0.3619
82678,1901594,0.34236
69595,1600685,0.36998000000000003
7309,168107,0.37998000000000004
54926,1263298,0.38
2592,59616,0.32694
68541,1576443,0.33424
21200,487600,0.34
31179,717117,0.356
84663,1947249,0.3625
33518,770914,0.30304000000000003
51771,1190733,0.37112
79989,1839747,0.34264
26918,619114,0.31334
96690,2223870,0.37384
11517,264891,0.38
25740,592020,0.3271
73395,1688085,0.38
90990,2092770,0.3604
86062,1979426,0.304
38526,886098,0.35722000000000004
70720,1626560,0.368
88124,2026852,0.35158000000000006
58876,1354148,0.37
63350,1457050,0.38
85453,1965419,0.31551999999999997
35418,814614,0.38
89047,2048081,0.3695
78715,1810445,0.37
10114,232622,0.29942
69884,1607332,0.37
24611,566053,0.31784
15250,350750,0.37
60205,1384715,0.37
4937,113551,0.3
27426,630798,0.32414
11155,256565,0.38
64114,1474622,0.36996
45731,1051813,0.36
17145,394335,0.31648000000000004
25513,586799,0.33662000000000003
97859,2250757,0.36744
29537,679351,0.36058000000000007
65248,1500704,0.26665999999999995
57287,1317601,0.324
1634,37582,0.33998
60001,1380023,0.34342
94058,2163334,0.33658000000000005
410,9430,0.29492
65794,1513262,0.37
96005,2208115,0.34
86687,1993801,0.31396
20049,461127,0.34928
84365,1940395,0.38
32821,754883,0.31958
52084,1197932,0.34853999999999996
34559,794857,0.34
78745,1811135,0.29772000000000004
69972,1609356,0.36
74536,1714328,0.34446000000000004
76937,1769551,0.368
68499,1575477,0.3348
47254,1086842,0.37948000000000004
60713,1396399,0.36
87046,2002058,0.2585
54630,1256490,0.30601999999999996
87203,2005669,0.30563999999999997
61279,1409417,0.33776
35213,809899,0.338
57224,1316152,0.30666
60461,1390603,0.24
55722,1281606,0.38
10817,248791,0.30056
83929,1930367,0.3628
79924,1838252,0.38
57989,1333747,0.33465999999999996
52406,1205338,0.33658000000000005
20325,467475,0.34002
6263,144049,0.36989999999999995
95410,2194430,0.27424
41162,946726,0.36
20960,482080,0.36996
42471,976833,0.35566
79667,1832341,0.35972000000000004
97999,2253977,0.33334
66205,1522715,0.34228
23882,549286,0.36988
76127,1750921,0.36108000000000007
59639,1371697,0.32394
694,15962,0.30101999999999995
5415,124545,0.28812
51990,1195770,0.36898000000000003
43896,1009608,0.37
52664,1211272,0.36442
37351,859073,0.34098
60143,1383289,0.35828
82239,1891497,0.30344
1642,37766,0.32898
54,1242,0.3485
57881,1331263,0.35625999999999997
82323,1893429,0.36688
60982,1402586,0.31407999999999997
55792,1283216,0.34
47610,1095030,0.29264
59718,1373514,0.38
77199,1775577,0.368
82758,1903434,0.35625999999999997
97089,2233047,0.36
47855,1100665,0.38
13846,318458,0.23122
27618,635214,0.36984000000000006
72541,1668443,0.3332
55990,1287770,0.32380000000000003
16042,368966,0.29886
23988,551724,0.32308
69033,1587759,0.36998000000000003
57454,1321442,0.37838
38495,885385,0.33
27880,641240,0.37
26823,616929,0.33882
29281,673463,0.33392
69187,1591301,0.37
43743,1006089,0.37527999999999995
94423,2171729,0.36
40020,920460,0.25444
47985,1103655,0.26
65634,1509582,0.38062
81829,1882067,0.28024
45394,1044062,0.37
44314,1019222,0.35794
58761,1351503,0.36
93243,2144589,0.30078
62684,1441732,0.24286000000000002
6680,153640,0.38
30744,707112,0.2722
44095,1014185,0.38
44485,1023155,0.33286
53324,1226452,0.37412
62540,1438420,0.34236
90413,2079499,0.30210000000000004
90713,2086399,0.32014
82265,1892095,0.30263999999999996
10811,248653,0.38
15425,354775,0.24422
62083,1427909,0.38
55170,1268910,0.36842
86207,1982761,0.3
71302,1639946,0.37
42745,983135,0.36
59270,1363210,0.3003
66396,1527108,0.27142
70141,1613243,0.37
35283,811509,0.37
78593,1807639,0.34693999999999997
90337,2077751,0.329
79080,1818840,0.36934000000000006
20296,466808,0.34
39026,897598,0.25154
67777,1558871,0.35942
87260,2006980,0.36876
33354,767142,0.36
48138,1107174,0.38
64119,1474737,0.28492
13436,309028,0.37272000000000005
95148,2188404,0.29792
18231,419313,0.31665999999999994
78730,1810790,0.36
37358,859234,0.29412
77518,1782914,0.2338
45927,1056321,0.36006
47956,1102988,0.39
40665,935295,0.36
94643,2176789,0.24736000000000002
73346,1686958,0.36988
28003,644069,0.34508000000000005
68561,1576903,0.31488
9766,224618,0.38
43379,997717,0.37726
55239,1270497,0.30976
32509,747707,0.29938
35629,819467,0.38
2915,67045,0.26106
49157,1130611,0.28798
89528,2059144,0.2798
37622,865306,0.27708
77481,1782063,0.38
62370,1434510,0.26727999999999996
14750,339250,0.32504
24053,553219,0.35516
3298,75854,0.33853999999999995
39721,913583,0.34448
19638,451674,0.32418
3714,85422,0.32
28026,644598,0.37996
4724,108652,0.3399
91240,2098520,0.35624
10705,246215,0.38
24891,572493,0.33546000000000004
69644,1601812,0.32632
90248,2075704,0.34420000000000006
43165,992795,0.37
1449,33327,0.31696
92504,2127592,0.35703999999999997
80017,1840391,0.30834000000000006
94653,2177019,0.37072000000000005
44907,1032861,0.36372000000000004
58445,1344235,0.36196000000000006
98794,2272262,0.32308
78857,1813711,0.32127999999999995
30841,709343,0.30713999999999997
76368,1756464,0.33846000000000004
67401,1550223,0.35328
71059,1634357,0.35278
77938,1792574,0.36994
42650,980950,0.33824
65106,1497438,0.2799
86717,1994491,0.3663
98194,2258462,0.38
11269,259187,0.277
58125,1336875,0.368
34840,801320,0.30626
37313,858199,0.28572000000000003
68527,1576121,0.36
5403,124269,0.3038
32166,739818,0.38888
58442,1344166,0.35675999999999997
25982,597586,0.29419999999999996
8411,193453,0.36982
93590,2152570,0.38
19920,458160,0.33268000000000003
13368,307464,0.26158
84268,1938164,0.29581999999999997
62966,1448218,0.33298
45404,1044292,0.33334
67973,1563379,0.37174
21031,483713,0.33158000000000004
88892,2044516,0.36876
40219,925037,0.36
35605,818915,0.34
48337,1111751,0.35686
68965,1586195,0.29524
93764,2156572,0.362
15389,353947,0.3271
87809,2019607,0.30976
51709,1189307,0.35384000000000004
38758,891434,0.2887
5685,130755,0.36876
84566,1945018,0.33334
73922,1700206,0.364
21629,497467,0.26306
21899,503677,0.37
16161,371703,0.32
17376,399648,0.35
61350,1411050,0.30251999999999996
46588,1071524,0.32
84728,1948744,0.33574
14743,339089,0.32222
284,6532,0.35912
56701,1304123,0.34
68814,1582722,0.31956
61939,1424597,0.3358
75966,1747218,0.34314
94288,2168624,0.30266
24833,571159,0.38
83133,1912059,0.3622
66285,1524555,0.3
98672,2269456,0.34546000000000004
566,13018,0.36448
17943,412689,0.339
20146,463358,0.31494
37748,868204,0.34
94417,2171591,0.36154
92959,2138057,0.34344
73344,1686912,0.3
52632,1210536,0.34
95313,2192199,0.3
51349,1181027,0.37
93128,2141944,0.36182
22736,522928,0.38
3042,69966,0.37
41126,945898,0.27862
42008,966184,0.3568
6180,142140,0.37028
37210,855830,0.3625
26826,616998,0.37
30709,706307,0.38
61863,1422849,0.34
87218,2006014,0.36970000000000003
59049,1358127,0.27706000000000003
83197,1913531,0.32632
40153,923519,0.22992
23939,550597,0.22858
25612,589076,0.2983
710,16330,0.34944
7633,175559,0.37320000000000003
68588,1577524,0.31039999999999995
29914,688022,0.32982
65818,1513814,0.32222
37057,852311,0.31112
5015,115345,0.32206
76766,1765618,0.32222
3951,90873,0.34720000000000006
88613,2038099,0.39
65362,1503326,0.30876
66034,1518782,0.25586000000000003
1941,44643,0.23362
29245,672635,0.34
92983,2138609,0.36934000000000006
85382,1963786,0.36
25027,575621,0.27434000000000003
84188,1936324,0.32222
62028,1426644,0.38
11239,258497,0.31104000000000004
61993,1425839,0.34286
79431,1826913,0.29812
89561,2059903,0.27308
36715,844445,0.24302
85322,1962406,0.27196000000000004
80029,1840667,0.36448
45151,1038473,0.34
66379,1526717,0.37336
12276,282348,0.26665999999999995
89448,2057304,0.37
25407,584361,0.33565999999999996
68692,1579916,0.37
82741,1903043,0.37
63121,1451783,0.37998000000000004
81453,1873419,0.36998000000000003
35461,815603,0.36166
15591,358593,0.28
34333,789659,0.37
4170,95910,0.36856
92629,2130467,0.29907999999999996
92130,2118990,0.35248
59450,1367350,0.3469
8786,202078,0.36
37764,868572,0.30498000000000003
5168,118864,0.33424
77365,1779395,0.30654000000000003
21603,496869,0.28543999999999997
41193,947439,0.33388
93814,2157722,0.29166
42996,988908,0.36002
60974,1402402,0.368
31872,733056,0.33282
39333,904659,0.28078
96736,2224928,0.34402
42490,977270,0.37704
89921,2068183,0.33962
5750,132250,0.35572000000000004
92056,2117288,0.32774000000000003
15669,360387,0.37
45003,1035069,0.33696000000000004
18214,418922,0.24786000000000002
49176,1131048,0.32234
50133,1153059,0.35862
40913,940999,0.37
31229,718267,0.37160000000000004
69223,1592129,0.26452
86109,1980507,0.35882
63494,1460362,0.38
81493,1874339,0.28206
62583,1439409,0.28696000000000005
9709,223307,0.33472
48070,1105610,0.28
12563,288949,0.31842000000000004
93831,2158113,0.25454
19738,453974,0.33334
71370,1641510,0.30526
5974,137402,0.28028
6321,145383,0.37
41000,943000,0.38
39861,916803,0.27658
68111,1566553,0.31844
69923,1608229,0.37
3253,74819,0.37
79514,1828822,0.34
8140,187220,0.32856
84437,1942051,0.35366
94840,2181320,0.36
406,9338,0.3
45072,1036656,0.29736
98563,2266949,0.37
35945,826735,0.33353999999999995
92772,2133756,0.32326
33988,781724,0.3
8521,195983,0.38
57699,1327077,0.34286
36670,843410,0.33542
29268,673164,0.35662
54661,1257203,0.31326
25242,580566,0.32482
7258,166934,0.36638
2003,46069,0.25948000000000004
90790,2088170,0.31534
82420,1895660,0.36
62171,1429933,0.36939999999999995
88556,2036788,0.3
78493,1805339,0.30412
71595,1646685,0.36162
45547,1047581,0.24434
4716,108468,0.36
3946,90758,0.32364
81860,1882780,0.33838
62809,1444607,0.25880000000000003
52971,1218333,0.25174
8362,192326,0.37
74768,1719664,0.37
38305,881015,0.34368
60730,1396790,0.36
11839,272297,0.33526
80180,1844140,0.34678
30443,700189,0.37998000000000004
68315,1571245,0.28058
27857,640711,0.2403
5936,136528,0.32608
53758,1236434,0.36942
660,15180,0.32677999999999996
3577,82271,0.38
45001,1035023,0.3196
9577,220271,0.345
55665,1280295,0.38
32556,748788,0.33606
65982,1517586,0.374
48909,1124907,0.26
7507,172661,0.33703999999999995
52997,1218931,0.34606
16562,380926,0.38
46281,1064463,0.34148
57194,1315462,0.37
1262,29026,0.29328
2709,62307,0.34084000000000003
43229,994267,0.38
1156,26588,0.37
50354,1158142,0.24718
74084,1703932,0.36372000000000004
7987,183701,0.33334
96330,2215590,0.31454000000000004
58136,1337128,0.30666
42338,973774,0.26882
41672,958456,0.36
44997,1034931,0.3329
50407,1159361,0.36
29964,689172,0.35984000000000005
29856,686688,0.38
35909,825907,0.31474
24254,557842,0.28182
39572,910156,0.23954
9588,220524,0.24
45940,1056620,0.28
358,8234,0.335
34639,796697,0.28672000000000003
78191,1798393,0.28
98323,2261429,0.318
54258,1247934,0.36
35241,810543,0.38
72022,1656506,0.30228
23867,548941,0.26058
11256,258888,0.36916
76199,1752577,0.32380000000000003
9587,220501,0.37
34268,788164,0.34
6287,144601,0.32086000000000003
7233,166359,0.37376
36886,848378,0.37
46477,1068971,0.35953999999999997
77060,1772380,0.3573
272,6256,0.31610000000000005
41309,950107,0.37
56500,1299500,0.36638
28655,659065,0.28696000000000005
9325,214475,0.3082
84479,1943017,0.36582
55527,1277121,0.38
59579,1370317,0.2935
42794,984262,0.26780000000000004
78233,1799359,0.37
95685,2200755,0.29878
28416,653568,0.37036
57665,1326295,0.37998000000000004
52492,1207316,0.36
45255,1040865,0.36
89243,2052589,0.325
55540,1277420,0.38
93723,2155629,0.36616
7229,166267,0.30966
75979,1747517,0.33
70372,1618556,0.368
62890,1446470,0.37
18596,427708,0.31634
56201,1292623,0.25334
90040,2070920,0.36728
35334,812682,0.34736
3058,70334,0.3125
86638,1992674,0.34624
27217,625991,0.28374
49482,1138086,0.30074
83902,1929746,0.32
93035,2139805,0.36810000000000004
89383,2055809,0.24928
56008,1288184,0.28772000000000003
16693,383939,0.32798
56099,1290277,0.34838
85264,1961072,0.34828
80490,1851270,0.3317
25408,584384,0.34762
14999,344977,0.36551999999999996
67093,1543139,0.31844
54846,1261458,0.38
9696,223008,0.33024000000000003
78733,1810859,0.2576
29193,671439,0.37
